1;0
2;13163
3;12424
4;1204
5;-5884
6;-3198
7;208
8;-3737
9;-8902
10;-3982
11;9280
12;15820
13;6772
14;-8097
15;-12711
16;-4974
17;2577
18;1485
19;-1749
20;2447
21;10443
22;9356
23;-3755
24;-15334
25;-12011
26;1927
27;10433
28;6629
29;-110
30;371
31;4208
32;703
33;-9643
34;-13493
35;-2995
36;11755
37;14594
38;3842
39;-6533
40;-6170
41;-802
42;-1330
43;-6538
44;-5077
45;6260
46;15182
47;9439
48;-5914
49;-14102
50;-7927
51;2287
52;4247
53;75
54;697
55;7619
56;9521
57;-803
58;-13791
59;-14076
60;-804
61;10913
62;9601
63;1084
64;-1912
65;1744
66;1620
67;-6636
68;-12704
69;-5578
70;9463
71;15848
72;6844
73;-6059
74;-8869
75;-2781
76;253
77;-3674
78;-5065
79;3371
80;13512
81;11388
82;-3107
83;-14421
84;-10894
85;915
86;6410
87;2641
88;-31
89;4635
90;8574
91;1676
92;-11404
93;-15190
94;-3839
95;10269
96;12237
97;3211
98;-3330
99;-1159
100;1421
101;-3825
102;-10909
103;-7395
104;6601
105;16011
106;9795
107;-4524
108;-10914
109;-5448
110;791
111;-716
112;-3953
113;1012
114;11043
115;12352
116;-60
117;-13619
118;-13463
119;-1349
120;7666
121;5586
122;360
123;1910
124;6653
125;3343
126;-8505
127;-15199
128;-6758
129;8586
130;14167
131;5975
132;-3679
133;-4092
134;137
135;-1600
136;-8363
137;-8197
138;3563
139;15061
140;12288
141;-2136
142;-12015
143;-8433
144;206
145;1920
146;-1901
147;-489
148;8121
149;12202
150;2805
151;-11805
152;-15277
153;-4197
154;7835
155;8495
156;1819
157;-173
158;4030
159;3970
160;-5496
161;-14104
162;-9159
163;6094
164;15119
165;8992
166;-2907
167;-6641
168;-2049
169;-272
170;-5424
171;-7879
172;771
173;13128
174;13979
175;777
176;-12015
177;-11316
178;-1423
179;3862
180;800
181;-928
182;5153
183;10962
184;5097
185;-9228
186;-16082
187;-7234
188;6889
189;10960
190;4140
191;-1322
192;1076
193;3473
194;-2795
195;-12061
196;-10714
197;3135
198;14959
199;11843
200;-1117
201;-8446
202;-4830
203;-28
204;-2505
205;-6489
206;-1392
207;10483
208;14634
209;3815
210;-10908
211;-13696
212;-3872
213;4835
214;3770
215;-245
216;2556
217;8811
218;6500
219;-6244
220;-15768
221;-10041
222;4953
223;12632
224;7000
225;-1372
226;-1791
227;1927
228;-776
229;-9357
230;-11210
231;116
232;13706
233;14133
234;1445
235;-9249
236;-7816
237;-900
238;-17
239;-4227
240;-2629
241;7491
242;14166
243;6560
244;-8845
245;-15238
246;-6801
247;4697
248;6589
249;1461
250;691
251;6052
252;6825
253;-3266
254;-14378
255;-12231
256;2293
257;13275
258;9999
259;-314
260;-4169
261;-448
262;280
263;-6369
264;-10583
265;-2546
266;11532
267;15544
268;4429
269;-8935
270;-10587
271;-2768
272;1689
273;-1414
274;-2770
275;4571
276;12642
277;8635
278;-6109
279;-15727
280;-9804
281;3464
282;8859
283;3953
284;-179
285;3074
286;6032
287;-705
288;-12106
289;-13503
290;-725
291;12795
292;12719
293;1706
294;-5720
295;-3318
296;230
297;-3517
298;-8926
299;-4487
300;8738
301;15880
302;7422
303;-7540
304;-12753
305;-5372
306;2372
307;1553
308;-1801
309;2127
310;10279
311;9755
312;-3075
313;-15092
314;-12466
315;1301
316;10260
317;6878
318;66
319;296
320;4235
321;1085
322;-9269
323;-13682
324;-3689
325;11255
326;14780
327;4414
328;-6222
329;-6277
330;-919
331;-1201
332;-6473
333;-5441
334;5711
335;15096
336;10012
337;-5255
338;-14010
339;-8349
340;1934
341;4257
342;138
343;500
344;7409
345;9770
346;-163
347;-13420
348;-14417
349;-1492
350;10591
351;9828
352;1396
353;-1889
354;1691
355;1859
356;-6263
357;-12749
358;-6189
359;8866
360;15895
361;7432
362;-5601
363;-8909
364;-3005
365;255
366;-3573
367;-5280
368;2868
369;13302
370;11843
371;-2392
372;-14178
373;-11286
374;431
375;6315
376;2776
377;-84
378;4434
379;8683
380;2227
381;-10944
382;-15389
383;-4535
384;9800
385;12389
386;3625
387;-3175
388;-1239
389;1512
390;-3506
391;-10836
392;-7882
393;5955
394;15907
395;10344
396;-3939
397;-10842
398;-5737
399;646
400;-632
401;-4031
402;605
403;10750
404;12662
405;654
406;-13231
407;-13772
408;-1929
409;7434
410;5739
411;454
412;1772
413;6650
414;3767
415;-8005
416;-15246
417;-7407
418;7993
419;14201
420;6445
421;-3376
422;-4145
423;96
424;-1384
425;-8214
426;-8539
427;2926
428;14814
429;12747
430;-1460
431;-11802
432;-8731
433;-84
434;1931
435;-1874
436;-765
437;7795
438;12362
439;3466
440;-11297
441;-15462
442;-4825
443;7453
444;8611
445;2040
446;-203
447;3960
448;4247
449;-5011
450;-14013
451;-9713
452;5418
453;15009
454;9463
455;-2461
456;-6614
457;-2188
458;-191
459;-5253
460;-8072
461;195
462;12768
463;14309
464;1493
465;-11651
466;-11568
467;-1836
468;3759
469;885
470;-1057
471;4852
472;10987
473;5656
474;-8643
475;-16120
476;-7854
477;6365
478;10988
479;4452
480;-1213
481;992
482;3604
483;-2379
484;-11862
485;-11136
486;2426
487;14698
488;12260
489;-552
490;-8298
491;-5019
492;-94
493;-2367
494;-6552
495;-1861
496;10052
497;14816
498;4516
499;-10405
500;-13852
501;-4369
502;4590
503;3858
504;-230
505;2331
506;8735
507;6925
508;-5635
509;-15656
510;-10599
511;4316
512;12533
513;7353
514;-1115
515;-1832
516;1933
517;-472
518;-9095
519;-11482
520;-568
521;13308
522;14448
523;2088
524;-8956
525;-8000
526;-1107
527;36
528;-4197
529;-2960
530;7044
531;14199
532;7192
533;-8233
534;-15263
535;-7330
536;4303
537;6626
538;1595
539;584
540;5922
541;7100
542;-2688
543;-14133
544;-12681
545;1586
546;13028
547;10337
548;80
549;-4118
550;-528
551;444
552;-6100
553;-10710
554;-3155
555;11031
556;15723
557;5096
558;-8492
559;-10710
560;-3089
561;1619
562;-1339
563;-2952
564;4163
565;12548
566;9153
567;-5434
568;-15601
569;-10311
570;2935
571;8797
572;4165
573;-142
574;2946
575;6164
576;-209
577;-11764
578;-13814
579;-1449
580;12400
581;12989
582;2210
583;-5540
584;-3433
585;245
586;-3296
587;-8930
588;-4979
589;8181
590;15908
591;8058
592;-6966
593;-12769
594;-5764
595;2157
596;1617
597;-1844
598;1808
599;10096
600;10132
601;-2391
602;-14819
603;-12897
604;670
605;10063
606;7117
607;250
608;224
609;4251
610;1458
611;-8880
612;-13843
613;-4374
614;10731
615;14937
616;4980
617;-5895
618;-6371
619;-1039
620;-1075
621;-6395
622;-5790
623;5153
624;14979
625;10565
626;-4583
627;-13887
628;-8758
629;1572
630;4256
631;205
632;308
633;7186
634;9996
635;474
636;-13024
637;-14729
638;-2180
639;10244
640;10037
641;1711
642;-1858
643;1633
644;2088
645;-5881
646;-12767
647;-6785
648;8251
649;15910
650;8008
651;-5128
652;-8929
653;-3229
654;249
655;-3464
656;-5480
657;2365
658;13065
659;12272
660;-1672
661;-13905
662;-11656
663;-57
664;6203
665;2908
666;-129
667;4227
668;8771
669;2769
670;-10462
671;-15556
672;-5224
673;9309
674;12516
675;4038
676;-3008
677;-1318
678;1594
679;-3187
680;-10741
681;-8351
682;5300
683;15771
684;10873
685;-3342
686;-10746
687;-6017
688;493
689;-550
690;-4098
691;203
692;10436
693;12945
694;1367
695;-12815
696;-14053
697;-2509
698;7183
699;5883
700;554
701;1635
702;6632
703;4178
704;-7490
705;-15263
706;-8041
707;7383
708;14205
709;6906
710;-3060
711;-4188
712;49
713;-1171
714;-8051
715;-8860
716;2285
717;14538
718;13180
719;-779
720;-11563
721;-9013
722;-380
723;1936
724;-1841
725;-1034
726;7458
727;12496
728;4117
729;-10767
730;-15616
731;-5446
732;7053
733;8710
734;2263
735;-226
736;3881
737;4510
738;-4520
739;-13893
740;-10245
741;4730
742;14867
743;9917
744;-2004
745;-6571
746;-2327
747;-116
748;-5073
749;-8246
750;-376
751;12382
752;14611
753;2207
754;-11262
755;-11798
756;-2251
757;3644
758;969
759;-1177
760;4546
761;10990
762;6200
763;-8042
764;-16126
765;-8460
766;5826
767;10993
768;4760
769;-1096
770;908
771;3723
772;-1963
773;-11639
774;-11533
775;1713
776;14406
777;12653
778;18
779;-8130
780;-5201
781;-167
782;-2228
783;-6600
784;-2320
785;9603
786;14967
787;5207
788;-9880
789;-13980
790;-4861
791;4331
792;3939
793;-209
794;2108
795;8641
796;7331
797;-5016
798;-15512
799;-11136
800;3668
801;12408
802;7694
803;-849
804;-1867
805;1931
806;-174
807;-8817
808;-11729
809;-1251
810;12883
811;14733
812;2729
813;-8642
814;-8168
815;-1319
816;84
817;-4156
818;-3279
819;6586
820;14204
821;7807
822;-7604
823;-15256
824;-7849
825;3896
826;6648
827;1732
828;483
829;5782
830;7357
831;-2108
832;-13860
833;-13105
834;874
835;12754
836;10657
837;481
838;-4055
839;-610
840;599
841;-5822
842;-10813
843;-3756
844;10509
845;15869
846;5755
847;-8030
848;-10811
849;-3409
850;1540
851;-1261
852;-3123
853;3752
854;12429
855;9650
856;-4748
857;-15444
858;-10798
859;2395
860;8714
861;4373
862;-99
863;2814
864;6280
865;281
866;-11401
867;-14096
868;-2171
869;11978
870;13233
871;2714
872;-5345
873;-3543
874;253
875;-3073
876;-8915
877;-5456
878;7610
879;15903
880;8678
881;-6375
882;-12759
883;-6148
884;1931
885;1677
886;-1878
887;1492
888;9893
889;10485
890;-1704
891;-14517
892;-13302
893;33
894;9844
895;7344
896;440
897;156
898;4255
899;1823
900;-8475
901;-13974
902;-5049
903;10185
904;15064
905;5540
906;-5551
907;-6453
908;-1163
909;-954
910;-6305
911;-6122
912;4588
913;14831
914;11096
915;-3901
916;-13736
917;-9152
918;1201
919;4244
920;276
921;122
922;6951
923;10200
924;1107
925;-12601
926;-15011
927;-2865
928;9875
929;10227
930;2029
931;-1817
932;1571
933;2306
934;-5492
935;-12759
936;-7364
937;7620
938;15892
939;8569
940;-4641
941;-8931
942;-3451
943;236
944;-3351
945;-5664
946;1861
947;12803
948;12675
949;-949
950;-13602
951;-12005
952;-552
953;6076
954;3037
955;-168
956;4016
957;8840
958;3301
959;-9961
960;-15691
961;-5902
962;8797
963;12618
964;4447
965;-2829
966;-1394
967;1666
968;-2866
969;-10625
970;-8800
971;4635
972;15602
973;11381
974;-2735
975;-10627
976;-6289
977;332
978;-470
979;-4152
980;-193
981;10103
982;13201
983;2076
984;-12373
985;-14307
986;-3089
987;6914
988;6016
989;659
990;1501
991;6599
992;4576
993;-6964
994;-15248
995;-8659
996;6757
997;14180
998;7356
999;-2733
1000;-4222
1001;-2
1002;-963
1003;-7872
1004;-9160
1005;1643
1006;14233
1007;13587
1008;-94
1009;-11298
1010;-9280
1011;-682
1012;1932
1013;-1802
1014;-1293
1015;7108
1016;12603
1017;4758
1018;-10215
1019;-15737
1020;-6058
1021;6634
1022;8792
1023;2488
1024;-243
1025;3795
1026;4759
1027;-4024
1028;-13745
1029;-10755
1030;4032
1031;14694
1032;10353
1033;-1537
1034;-6513
1035;-2465
1036;-47
1037;-4887
1038;-8400
1039;-944
1040;11973
1041;14881
1042;2917
1043;-10847
1044;-12004
1045;-2667
1046;3516
1047;1053
1048;-1288
1049;4235
1050;10969
1051;6728
1052;-7426
1053;-16098
1054;-9050
1055;5271
1056;10975
1057;5063
1058;-970
1059;823
1060;3830
1061;-1549
1062;-11394
1063;-11904
1064;997
1065;14084
1066;13021
1067;593
1068;-7942
1069;-5374
1070;-247
1071;-2089
1072;-6632
1073;-2770
1074;9137
1075;15088
1076;5887
1077;-9332
1078;-14081
1079;-5349
1080;4058
1081;4012
1082;-181
1083;1886
1084;8530
1085;7718
1086;-4391
1087;-15337
1088;-11651
1089;3010
1090;12255
1091;8024
1092;-575
1093;-1896
1094;1922
1095;117
1096;-8524
1097;-11950
1098;-1928
1099;12432
1100;14989
1101;3368
1102;-8306
1103;-8321
1104;-1534
1105;127
1106;-4106
1107;-3586
1108;6119
1109;14179
1110;8405
1111;-6959
1112;-15218
1113;-8354
1114;3476
1115;6656
1116;1869
1117;388
1118;5632
1119;7594
1120;-1528
1121;-13560
1122;-13502
1123;159
1124;12451
1125;10957
1126;887
1127;-3981
1128;-693
1129;747
1130;-5536
1131;-10892
1132;-4344
1133;9966
1134;15983
1135;6403
1136;-7548
1137;-10891
1138;-3728
1139;1452
1140;-1181
1141;-3282
1142;3338
1143;12285
1144;10126
1145;-4054
1146;-15255
1147;-11265
1148;1847
1149;8612
1150;4576
1151;-48
1152;2681
1153;6380
1154;767
1155;-11016
1156;-14348
1157;-2887
1158;11531
1159;13452
1160;3217
1161;-5134
1162;-3647
1163;253
1164;-2848
1165;-8881
1166;-5919
1167;7026
1168;15865
1169;9281
1170;-5768
1171;-12722
1172;-6524
1173;1696
1174;1731
1175;-1904
1176;1179
1177;9671
1178;10815
1179;-1016
1180;-14184
1181;-13680
1182;-606
1183;9602
1184;7558
1185;636
1186;92
1187;4249
1188;2178
1189;-8057
1190;-14075
1191;-5712
1192;9618
1193;15160
1194;6093
1195;-5192
1196;-6522
1197;-1291
1198;-836
1199;-6202
1200;-6437
1201;4018
1202;14653
1203;11604
1204;-3209
1205;-13556
1206;-9531
1207;822
1208;4220
1209;350
1210;-56
1211;6705
1212;10380
1213;1735
1214;-12153
1215;-15263
1216;-3546
1217;9482
1218;10397
1219;2349
1220;-1768
1221;1504
1222;2514
1223;-5096
1224;-12725
1225;-7927
1226;6974
1227;15842
1228;9115
1229;-4139
1230;-8914
1231;-3671
1232;216
1233;-3232
1234;-5833
1235;1359
1236;12516
1237;13052
1238;-223
1239;-13271
1240;-12330
1241;-1050
1242;5933
1243;3163
1244;-199
1245;3801
1246;8889
1247;3823
1248;-9442
1249;-15794
1250;-6569
1251;8265
1252;12694
1253;4852
1254;-2639
1255;-1467
1256;1730
1257;-2545
1258;-10488
1259;-9227
1260;3963
1261;15402
1262;11867
1263;-2119
1264;-10484
1265;-6552
1266;163
1267;-392
1268;-4195
1269;-584
1270;9753
1271;13427
1272;2779
1273;-11905
1274;-14531
1275;-3665
1276;6626
1277;6138
1278;769
1279;1368
1280;6552
1281;4960
1282;-6427
1283;-15202
1284;-9258
1285;6115
1286;14126
1287;7795
1288;-2394
1289;-4245
1290;-59
1291;-759
1292;-7679
1293;-9438
1294;1001
1295;13899
1296;13965
1297;592
1298;-11008
1299;-9530
1300;-989
1301;1920
1302;-1756
1303;-1544
1304;6748
1305;12683
1306;5387
1307;-9643
1308;-15827
1309;-6661
1310;6198
1311;8855
1312;2713
1313;-253
1314;3702
1315;4994
1316;-3525
1317;-13570
1318;-11242
1319;3326
1320;14490
1321;10771
1322;-1063
1323;-6438
1324;-2602
1325;13
1326;-4694
1327;-8535
1328;-1504
1329;11541
1330;15122
1331;3623
1332;-10409
1333;-12187
1334;-3084
1335;3377
1336;1136
1337;-1390
1338;3921
1339;10925
1340;7240
1341;-6797
1342;-16037
1343;-9623
1344;4702
1345;10933
1346;5360
1347;-835
1348;739
1349;3924
1350;-1138
1351;-11128
1352;-12250
1353;281
1354;13733
1355;13364
1356;1171
1357;-7735
1358;-5540
1359;-333
1360;-1950
1361;-6648
1362;-3209
1363;8656
1364;15177
1365;6555
1366;-8765
1367;-14152
1368;-5829
1369;3771
1370;4077
1371;-147
1372;1666
1373;8403
1374;8086
1375;-3759
1376;-15130
1377;-12142
1378;2343
1379;12077
1380;8340
1381;-294
1382;-1917
1383;1905
1384;402
1385;-8217
1386;-12145
1387;-2599
1388;11956
1389;15214
1390;4003
1391;-7950
1392;-8459
1393;-1752
1394;164
1395;-4047
1396;-3880
1397;5643
1398;14125
1399;8984
1400;-6300
1401;-15148
1402;-8845
1403;3043
1404;6649
1405;2008
1406;298
1407;5472
1408;7813
1409;-949
1410;-13233
1411;-13871
1412;-556
